食譜名稱,作者,圖片,份數,料理時間,食材,食材數量,料理步驟
"
土蛋糕
",陳美惠,https://img-global.cpcdn.com/recipes/c7e9ea5599a43123/751x532cq70/%E5%9C%9F%E8%9B%8B%E7%B3%95-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1份
  ",Na,"A.蛋黃糊
蛋黃3顆
牛奶50g
植物油30g
低筋麵粉60g
煉乳10g
B.蛋白霜
蛋白3顆
二砂30
白醋幾滴
","









",1.1.蛋黃加入牛奶、植物油攪拌均勻，再加入煉乳攪拌均勻，最後篩入低筋麵粉攪拌均勻，再過篩蛋黃糊2.2.蛋白加醋下去打發蛋白，期間糖分次加入，打至濕性發泡即可3.3.將蛋白霜挖三分之一到蛋黃糊裡，用切拌的方式，拌均勻，再將剩下的蛋霜倒入，並用切拌的方式混合均勻4.4.烤箱上火180度/下火200度，烤盤內放水，烤約30分鐘，出爐後必須立刻脫模
"
[常備菜]台式泡菜
",H&C的備餐記錄,https://img-global.cpcdn.com/recipes/1e834fab9bdfd2c4/751x532cq70/%E5%B8%B8%E5%82%99%E8%8F%9C%E5%8F%B0%E5%BC%8F%E6%B3%A1%E8%8F%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 6-8人份
  ",Na,"材料
甘筍
椰菜(高麗菜)1個
醃料
鹽
指天椒(切粒)
白醋
糖
","
2 條


30 克
2 條
250 ml
30 克
",1.甘筍洗乾淨後切成小塊，椰菜一片片剝好洗淨，綠葉部份用手撕成小片，較粗的菜梗用刀 切成小塊。2.用2個大盤子分別盛起切好的甘筍和椰菜，加入鹽醃製，好好拌勻確定所有材料都沾上鹽 份，一般甘筍醃15分鐘就可以，椰菜就大約30分鐘。如果迫出的水份不多或椰菜未變軟身 ，可以加長醃製時間或再加一點鹽。3.倒去澀水，用過濾水沖洗甘筍和椰菜去除多餘鹽份，然後瀝乾水份，椰菜再用手擰乾水份 。4.將甘筍和椰菜混合裝好，加入白醋、糖和指天椒拌匀後放入雪櫃醃製1- 2天，中途可取出攪拌及試味再作調整，都入味後就隨時可以享用喔!
"
My便當菜-櫛瓜炒蛋
",陳玫如,https://img-global.cpcdn.com/recipes/bab6518d1bdb46ff/751x532cq70/my%E4%BE%BF%E7%95%B6%E8%8F%9C-%E6%AB%9B%E7%93%9C%E7%82%92%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"櫛瓜
雞蛋
醬油
食用油
鹽巴
","200 g
1-2 顆
1 小匙
1 大匙
1/2 小匙
",1.櫛瓜洗淨切塊(不用去皮喔)備用。雞蛋液打散後加入醬油，起油鍋，炒蛋呈金黃色即盛起備用。2.以步驟1的油鍋(不用再放油)，中小火，放入櫛瓜塊煎至略呈焦黃色，鹽巴調味，再將炒蛋加入，略拌盛起即完成。
"
Zucchini/CucumberRibbonwithSalsa
",Philip Lo,https://img-global.cpcdn.com/recipes/00c55e7f9edb8d37/751x532cq70/zucchinicucumber-ribbon-with-salsa-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"櫛瓜、小黃瓜各1條
蕃茄
鹽、三色胡椒
","

少許
",1.櫛瓜、小黃瓜切成大約8-10公分左右的段然後切為薄片，然後碼在大碗中灑上兩匙鹽，大約15分鐘左右就可以醃出半碗水來，將水傾去並以冷開水稍事漂洗後排盤。2.蕃茄去皮去籽去心梗切小丁，半顆洋蔥一樣切成小丁，蒝荽一大束切碎，一顆Jelapeno去籽去瓤後切碎，兩大瓣蒜頭攪打成茸。3.以上所有材料放入大碗中加入兩顆的檸檬／萊姆壓出的汁攪拌均勻即可。
"
泡菜蔬菜炒粄條
",單身廚房,https://img-global.cpcdn.com/recipes/806b60ab3c893dd0/751x532cq70/%E6%B3%A1%E8%8F%9C%E8%94%AC%E8%8F%9C%E7%82%92%E7%B2%84%E6%A2%9D-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ",Na,"洋蔥末
紅蘿蔔絲
粄條本人
泡菜剪碎+湯
蠔油
其他的蔬菜們
番茄塊
香菇絲
燉牛肉剩下的馬鈴薯
","1 大匙
1 小把

1.5 大匙
0.5 大匙

1 大匙
4 朵
4 塊
",1.食材切好準備好。我是把之前切好煮剩下的都拿出來用2.熱油鍋，小火炒洋蔥，炒出香味以後放入紅蘿蔔絲。洋蔥變色以後，放入其他的蔬菜們3.大家都炒軟以後，放入剪碎的泡菜跟一點湯汁，還有番茄一起下去炒香。4.加入粄條跟1/2湯匙的蠔油，一起拌炒均勻5.把粄條炒開炒軟後，把大家撥到一邊，打蛋進去，微微凝固以後再把蛋撥開，變成炒蛋跟旁邊的板條炒在一起。 就可以起鍋了
"
蘋果批（無焗爐）
",Ernest Lee,https://img-global.cpcdn.com/recipes/239070a78ec74810/751x532cq70/%E8%98%8B%E6%9E%9C%E6%89%B9%E7%84%A1%E7%84%97%E7%88%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"青蘋果
去皮白麵包
白糖
肉桂粉
生粉
蛋
","1 個
2 片
2 湯匙

適量
1 隻
",1.蘋果去皮去心切細粒。2.把果粒、糖、肉桂粉加入到平底鍋中，小火炒香。生粉加水，下鍋，炒至蘋果粒軟便可，盛起備用。3.麵包片用木捧壓平，四邊塗蛋液，把果粒放一邊，然後摺起，把包邊壓實便可下鍋，中小火煎二邊金黃便完成了。
"
檸檬餡下去了
",Midori Peng,https://img-global.cpcdn.com/recipes/070121d2d1f58dfa/751x532cq70/%E6%AA%B8%E6%AA%AC%E9%A4%A1%E4%B8%8B%E5%8E%BB%E4%BA%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2份
  ",Na,"低筋麵粉160g
奶油140g
白沙糖100g
雞蛋3顆
泡打粉4g
檸檬1顆
內餡
檸檬蛋黃醬
","







",1.將檸檬皮與沙糖混合，檸檬擠汁，麵粉過篩備用2.將已軟化的奶油先打發成羽毛狀3.加入雞蛋，沙糖，檸檬汁攪拌4.加入麵粉，泡打粉換刮刀拌勻5.加入模組輕敲讓空氣跑出6.160先烤20分表層凝固取出，將檸檬蛋黃醬擠入7.再170度烘烤40分180度6分上色8.我使用的是微波爐所以時間都比較長
"
香鬆柴魚皮蛋豆腐
",Ho Michael,https://img-global.cpcdn.com/recipes/066f3041f58dd924/751x532cq70/%E9%A6%99%E9%AC%86%E6%9F%B4%E9%AD%9A%E7%9A%AE%E8%9B%8B%E8%B1%86%E8%85%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 4人份
  ",Na,"豆腐
皮蛋
蔥花
柴魚
肉鬆
蠔油
香油
","4 小塊
2 顆
30 克
5 克
20 克
30 克
15 克
",1.豆腐切塊備用，皮蛋去殼備用，青蔥洗淨切細花備用2.取出柴魚片，備好肉鬆，調好蠔油醬汁(蠔油加香油)3.豆腐擺盤，皮蛋切丁，撒上肉鬆到豆腐上4.再撒上柴魚片，擺上皮蛋，撒上青蔥花5.淋上醬汁冷藏十分鐘食用
"
奶油吐司❣培根蛋
",布丁愛美食🍡🍨🍳,https://img-global.cpcdn.com/recipes/374aed68252bef1a/751x532cq70/%E5%A5%B6%E6%B2%B9%E5%90%90%E5%8F%B8%E2%9D%A3%E5%9F%B9%E6%A0%B9%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 10分鐘
      ","吐司
雞蛋
培根片
奶油塊
白胡椒粉
","2 片
2 顆
2 片
1 小塊
少許
",1.培根很油了，所以鍋子不放油煎培根，利用培根油繼續煎蛋～撒點白胡椒粉，盛起備用，鍋子洗淨擦乾（不然煎吐司會黑黑的）放一小塊奶油～2.小火！放入吐司慢煎兩面些微焦取出，擺盤即可！
"
素菜沙茶炒麵片🎬有影音連結
",黃獅虎,https://img-global.cpcdn.com/recipes/163b9e2539e08a98/751x532cq70/%E7%B4%A0%E8%8F%9C%E6%B2%99%E8%8C%B6%E7%82%92%E9%BA%B5%E7%89%87%F0%9F%8E%AC%E6%9C%89%E5%BD%B1%E9%9F%B3%E9%80%A3%E7%B5%90-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"麵片材料
中筋麵粉
開水
鹽巴
素菜配料
紅蘿蔔
洋蔥
鴻禧菇
黑木耳
調味料
素食沙茶醬
素食鮮炒手
烏醋
其他（隨意或省略）
辣椒
香菜
","
300 克
150 克
1/4 匙

1/3 條
1/4 顆

1 大片

2 大匙
少許
適量

1 小條

",1.將中粉和鹽巴先拌勻，再加入水份（水份可以預留30克慢慢加入），揉成團揉成偏硬的麵糰，不需揉光滑，接著醒麵20分鐘2.醒麵完的麵糰會變柔軟且產生麵筋，這時揉麵就可以輕鬆揉出光面3.麵糰搓長再切成麵劑子，大小平均就可以了，再壓扁擀開擀圓成麵片4.然後隨意切成粗麵條，灑點中粉防止沾黏5.蔬菜切成絲，鴻禧菇剝散備用6.起油鍋爆炒紅蘿蔔和洋蔥，再加入鴻禧炒軟，然後加入黑木耳再加點開水煮一下7.這時滾水下麵片，煮熟很快浮上來就好8.另一邊蔬菜軟熟就加入沙茶醬炒香，撈出麵片加入同炒9.快速翻炒上色加點鮮炒手和烏醋炒勻10.起鍋前加入辣椒、香菜就完成
"
檸檬蛋黃醬
",Midori Peng,https://img-global.cpcdn.com/recipes/02134c605e468834/751x532cq70/%E6%AA%B8%E6%AA%AC%E8%9B%8B%E9%BB%83%E9%86%AC-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"檸檬汁25ml
砂糖30g
奶油30g
雞蛋一顆
檸檬皮些許
","




",1.將所有材料放小鍋中2.中火煮開需要邊攪拌約3、5分完成3.煮時若是有蛋白產生記得過篩
"
韭菜炒冬粉（快速法）
",胡搞瞎搞家常料理,https://img-global.cpcdn.com/recipes/90ccc1ff5ea8c346/751x532cq70/%E9%9F%AD%E8%8F%9C%E7%82%92%E5%86%AC%E7%B2%89%E5%BF%AB%E9%80%9F%E6%B3%95-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5-6人份
  ","
 30分鐘
      ","食材
冬粉
韭菜
蝦米
調味料
油
鹽
醬油
白胡椒粉
油蔥
","
1 包
1 把
1 小碗

2 大匙
少許
1-2 碗
隨意
1-2 匙
",1.冬粉先用熱水略燙一下撈起，燙冬粉水留著備用。韭菜頭部切段，尾部切末，蝦米洗淨。2.熱鍋下油，先用小火將蝦米爆香，放入韭菜頭段炒香後，放入冬粉、油蔥開始拌炒，並加醬油、白胡椒粉、鹽調味，適時加入燙冬粉水煨煮，避免過乾。3.起鍋前加入韭菜尾末拌炒，利用冬粉熱氣將韭菜末拌熟，就可上菜囉！
"
控醣生酮日式豆皮蔬菜捲
",版圖,https://img-global.cpcdn.com/recipes/182dc920d32336fe/751x532cq70/%E6%8E%A7%E9%86%A3%E7%94%9F%E9%85%AE%E6%97%A5%E5%BC%8F%E8%B1%86%E7%9A%AE%E8%94%AC%E8%8F%9C%E6%8D%B2-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人
  ","
 15分
      ","日式原味豆皮1-2片
生火腿片
紅蘿蔔30克
苜蓿芽少許
水菜
蛋1粒
","
2-3 片




",1.材料一覽 ， 日式原味豆皮 用紙巾吸油後剪開 備用2.紅蘿蔔切絲（可前一晚備料）放入微波2分加熱至熟，待涼備用3.水菜（可前一晚備料）切成長段備用， 生哈姆 取出備用4.蛋打散成煎成薄片切成絲狀 或切成厚條狀 備用5.手順→水菜→紅蘿蔔→蛋條→苜蓿芽→生哈姆 往前捲起 像捲春捲或壽司 備用6.切成段（ 或不切）放入便當盒 扣扣樂裡 攜帶很方便 加帶點 水果 補充纖維質 起士加強鈣質 泡拿鐵 或黑咖啡 都是不錯選擇！7.8.9.整理中10.
"
丸子拌拌麵
",瑞珊王,https://img-global.cpcdn.com/recipes/b3b96ad291435144/751x532cq70/%E4%B8%B8%E5%AD%90%E6%8B%8C%E6%8B%8C%E9%BA%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 30分鍾
      ","魚漿
絞肉
蔥花
洋蔥
雞蛋
鹽
","600 g
600 g
2 支
1 顆
1 顆
適量
",1.絞肉加適量鹽、雞蛋同一方向攪打到有點黏稠，再加入魚漿(可用攪拌機打)2.加洋蔥末、蔥花攪拌均勻，再同方向打到黏稠(攪拌機更方便)3.鍋中水滾轉小火，用虎口擠出丸子放入水中煮約5分鍾即可撈出放冷，再裝入夾鏈袋冷凍4.水滾加入泡麵再放一顆蛋、丸子及喜愛蔬菜，控醣美食即可享用
"
手作煉乳甜甜圈
",美國番媽,https://img-global.cpcdn.com/recipes/8952c3e8f9154052/751x532cq70/%E6%89%8B%E4%BD%9C%E7%85%89%E4%B9%B3%E7%94%9C%E7%94%9C%E5%9C%88-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 24人份
  ",Na,"溫牛奶(約90度F)
活性乾酵母
蛋
有塩奶塩
白糖
中筋麵粉
油
表面:
煉乳
白糖
肉桂粉
","

2 粒

1/4 杯

1000 CC

適量
適量
適量
",1.白糖、温牛奶、酵母放一盆，靜置一分鐘。2.加入其他所有材料拌匀，揉成糰(油及表面)除外。3.麵糰上噴油，蓋上保鮮膜，靜置1小時(或直到漲大兩倍)。4.在灑滿中筋麵粉的平面上，把麵糰擀成長方形，用圓形模具壓成圓形，中間挖空，表面噴油，蓋上保鮮膜靜置45分鐘。5.中火熱鍋放油，等油燒熱，放入麵糰，炸至兩面金黃。6.撈出。7.撒上表面材料。8.請享用😁😁😁👍
"
減糖手工杏仁酥(影片)
",V can cook,https://img-global.cpcdn.com/recipes/ff2b9c4e150c78c5/751x532cq70/%E6%B8%9B%E7%B3%96%E6%89%8B%E5%B7%A5%E6%9D%8F%E4%BB%81%E9%85%A5-%E5%BD%B1%E7%89%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,"
 1.5小時
      ","黃油
糖
雞蛋
低筋麵粉
杏仁粉
鹽
泡打粉
梳打粉
杏仁粒
黑芝麻
","150 g
40 g
1 顆
250-280 g
55 g
1/4 茶匙
1/8 茶匙
1/8 茶匙
適量
適量
",1.先打發黃油，加糖再打，然雞蛋2.篩進面粉丶泡打粉丶梳打粉；再拌入杏仁粉及鹽後，用手搓均勻3.包上保鮮膜放冷凍1小時4.分割揉條狀切小顆，搓圓壓一下。放杏仁/沾水後放黑芝麻5.掃上蛋液，180度烤20分鐘
"
地瓜圓~麵包機簡單揉
",Chyi,https://img-global.cpcdn.com/recipes/1f96871222147e8a/751x532cq70/%E5%9C%B0%E7%93%9C%E5%9C%93%E9%BA%B5%E5%8C%85%E6%A9%9F%E7%B0%A1%E5%96%AE%E6%8F%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"地瓜
細砂糖
樹薯粉
太白粉
分量外裹粉
太白粉
","
40 克
90 克
20 克


",1.地瓜切片蒸熟搗成泥，加入糖和粉類揉成糰(我蒸熟後直接將所有材料丟麵包機按揉麵行程~約3-5分鐘成糰後即可取出) ps.砂糖要趁熱揉入，如果地瓜泥水份不夠，在攪拌過程中可酌量加點水2.分塊後揉成長條狀，灑上太白粉後切成適合入口大小再滾上太白粉防止沾黏，完成後可冷凍保存3.懶人煮法：甜湯可以直接用台糖的薑母茶沖泡，只要將煮熟地瓜圓煮放入甜湯中就好🤗
"
三杯國王菇
",美國番媽,https://img-global.cpcdn.com/recipes/094f090b3a0cf3c0/751x532cq70/%E4%B8%89%E6%9D%AF%E5%9C%8B%E7%8E%8B%E8%8F%87-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 1人份
  ","
 10分鐘
      ","國王菇
薑片
蒜
蔴油
醬油
米酒
蠔油
紅辣椒
九層塔
","3 根
5 片
5 瓣
1 湯匙
1 湯匙
1 湯匙
1 茶匙
1 根
適量
",1.中火熱鍋放蔴油、放薑片爆香(約1分鐘)。2.加入切片的菇炒熟(約2分鐘)，放入去皮蒜、米酒、醬油、蠔油，炒至收汁。3.起鍋前放入九層塔、紅辣椒丁，炒至塔軟。4.上桌。
"
麻油鳳宮菜
",蔡承芸,https://img-global.cpcdn.com/recipes/530c39dcb2dacd8d/751x532cq70/%E9%BA%BB%E6%B2%B9%E9%B3%B3%E5%AE%AE%E8%8F%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"鳳宮菜一把
薑絲適量、麻油適量
調味鹽適量米酒適量
","


",1.薑切絲備用麻油爆香薑絲、放入鳳宮菜葉（要先摘嫩葉跟嫩根）再放入調味鹽米酒適量炒至熟色即可
"
豆鼓排骨
",吃貨小婷婷,https://img-global.cpcdn.com/recipes/2526380ab03bbba0/751x532cq70/%E8%B1%86%E9%BC%93%E6%8E%92%E9%AA%A8-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5人份
  ","
 1小時
      ","豬小排
白砂糖
沙拉油
太白份
薑片
米酒
豆鼓
大蒜
辣椒
水
","400 克
2 小匙
1 大匙
1.5 大匙
5 片
1 大匙
1.5 小匙

1 條
5 大匙
",1.把排骨洗淨去除血水和腥味。2.將排骨擦乾後加入糖、沙拉油和薑片攪拌均勻，放入冰箱醃2~3小時。3.然後加入鹽、米酒和太白粉攪拌至表面有黏性，再放入冰箱醃45分鐘~1小時。4.把芋頭切成小塊鋪平在盤子上，然後再加入豆鼓、辣椒、大蒜和水在芋頭上。5.最後蒸30~40分鐘，蒸熟後就完成了。
"
韭菜蒼蠅頭
",吃貨小婷婷,https://img-global.cpcdn.com/recipes/6da72478ffc4c4aa/751x532cq70/%E9%9F%AD%E8%8F%9C%E8%92%BC%E8%A0%85%E9%A0%AD-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5人份
  ","
 30分鐘
      ","豬絞肉
韭菜或韭菜花
白胡椒
米酒
豆鼓
醬油
大蒜
辣椒
水
","200 克
150 克
少許
1 大匙
1 大匙
2 大匙

1 條
2 大匙
",1.將酒肉和大蒜炒香。2.然後加入豆鼓、醬油和白胡椒粉，繼續炒香。3.最後加入韭菜、辣椒、米酒和水，炒至韭菜熟後就可以上菜。
"
三色蛋
",吃貨小婷婷,https://img-global.cpcdn.com/recipes/45b1ca5c65e5ff5d/751x532cq70/%E4%B8%89%E8%89%B2%E8%9B%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 5人份
  ","
 1小時
      ","雞蛋
皮蛋
鹹蛋
胡椒粉
米酒
水
","4 顆
1 顆
1 顆
少許
2 大匙
2 大匙
",1.先將皮蛋和鹹蛋蒸熟，放涼後切成小塊備用。雞蛋白和雞蛋黃分開放。2.雞蛋白加入米酒、胡椒粉然後攪拌均勻。雞蛋加入清水攪拌均勻。3.將玻璃皿內部途上沙拉油，然後在底部鋪上烘培紙避免黏底。4.先在底層舖上鹹蛋和皮蛋，然後在慢慢倒入攪拌好的蛋白。去除表面上的泡沫，等一下蒸好的時候比較好看。5.然後把玻璃皿放入電鍋蒸，外鍋1杯水，電鍋蓋用筷子插住留一縫。6.跳起後再加入攪拌好的蛋黃，外鍋再1杯水。跳起來後久可以切片了。
"
健康版楊枝甘露-芒果奇亞籽料理
",Fiona Fang,https://img-global.cpcdn.com/recipes/a6a8b4240da92105/751x532cq70/%E5%81%A5%E5%BA%B7%E7%89%88%E6%A5%8A%E6%9E%9D%E7%94%98%E9%9C%B2-%E8%8A%92%E6%9E%9C%E5%A5%87%E4%BA%9E%E7%B1%BD%E6%96%99%E7%90%86-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ",Na,"材料：
。芒果兩顆切塊
。牛奶500ml
。椰奶150ml
。葡萄柚半顆
。奇亞籽兩湯匙
。果糖適量
","
1
2
3
4
5
6
",1.把準備好的量都倒在一個大盆內攪拌即完成。
"
超下飯三杯雞翅
",小資女孩愛料理,https://img-global.cpcdn.com/recipes/e2e80d9d5bef664c/751x532cq70/%E8%B6%85%E4%B8%8B%E9%A3%AF%E4%B8%89%E6%9D%AF%E9%9B%9E%E7%BF%85-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"糖一大湯匙
醬油三大湯匙
麻油三大湯匙
雞翅一盒
薑蒜少許
九成塔適量
三大湯匙米酒
","






",1.麻油煎雞翅到八分熟（表面微黃）2.用雞翅的油爆香薑蒜3.放入醬油米酒糖雞翅拌炒4.停火放入九層塔攪拌後起鍋
"
夜市小吃「蚵仔煎」簡單好上手。
",Popo Huang,https://img-global.cpcdn.com/recipes/f6875e4c81ee9432/751x532cq70/%E5%A4%9C%E5%B8%82%E5%B0%8F%E5%90%83%E3%80%8C%E8%9A%B5%E4%BB%94%E7%85%8E%E3%80%8D%E7%B0%A1%E5%96%AE%E5%A5%BD%E4%B8%8A%E6%89%8B-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2人份
  ","
 15分鐘
      ","蚵仔煎粉
水
蚵仔
小白菜
雞蛋
海山醬
番茄醬
","50
125
適量
適量
2 顆
適量
適量
",1.先將蚵仔煎粉與水攪拌均勻。2.熱鍋後先將蚵仔稍微煎一下後倒入粉漿。3.麵皮有點凝固變色後打入雞蛋並將蛋黃散開來、鋪上小白菜後對折或翻面續煎2分鐘即可。4.夜市小吃「蚵仔煎」簡單完成 ♡5.簡單用海山醬與番茄醬依個人喜好調整甜度與辣味，外皮有點恰恰QQ、內軟嫩，吃起來真的跟夜市一樣呀!!!6.今日兩大兩小幸福餐桌:蚵仔煎+四神湯
"
乾麵佐雞胸肉沙拉
",廖淑琴,https://img-global.cpcdn.com/recipes/e0cb84bf159ebffe/751x532cq70/%E4%B9%BE%E9%BA%B5%E4%BD%90%E9%9B%9E%E8%83%B8%E8%82%89%E6%B2%99%E6%8B%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"麻辣大乾麵1包
小高麗菜1顆
水煮菜豆1條
水煮蘆筍4枝
水煮蛋1顆
雞胸肉1片
","





",1.起水鍋把所有蔬菜放進去煮，煮熟撈出，備用，放乾麵，煮熟馬上離水，全部組合，完成美味乾麵沙拉。
"
小黃瓜炒雞肉
",Kenny Lin,https://img-global.cpcdn.com/recipes/92040538bcb4eb9b/751x532cq70/%E5%B0%8F%E9%BB%83%E7%93%9C%E7%82%92%E9%9B%9E%E8%82%89-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,"
 2-3人份
  ",Na,"小黃瓜一條
里肌肉（雞）600g(全聯一盒)
杏鮑菇兩朵
蒜頭兩顆
鹽巴一湯匙
醬油膏三湯匙
水300-400c.c
","






",1.雞肉切塊（也可以切片，不建議用雞胸肉，會柴柴的），切塊比較有口感，然後加醬油膏、蒜頭（切碎）、鹽巴醃起來放十五分鐘。2.小黃瓜切片、杏鮑菇切塊3.起鍋熱油（約一至兩湯匙），先開中火，丟雞肉下去翻炒二十秒後，把醃製的醬汁加水攪和後放入鍋中攪拌均勻。4.加入杏鮑菇拌勻後小火悶兩分鐘5.加入小黃瓜，轉大火翻炒約20秒-40秒，就可以起鍋了（注意不要焦掉，炒太久小黃瓜會太軟。）
"
鹹蛋山苦瓜
",月薪嬌妻,https://img-global.cpcdn.com/recipes/2d4fe310f4840368/751x532cq70/%E9%B9%B9%E8%9B%8B%E5%B1%B1%E8%8B%A6%E7%93%9C-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"山苦瓜
鹹蛋
蒜末
白胡椒粉
","1 條
1 顆
1 大匙
少許
",1.山苦瓜去仔，用湯匙把白色內膜略為刮掉，切薄片，鹹蛋蛋黃蛋白分開切碎2.熱鍋後加油，放入蒜末3.炒一下蒜香味出來，放入鹹蛋蛋黃，再炒到蛋黃起泡4.加入山苦瓜拌炒5.接著加入鹹蛋蛋白，拌一下後倒入一碗水，煮一下6.煮到湯汁略為收乾，（嚐一下，鹹蛋不是很鹹的話可以加點鹽）撒點白胡椒粉，拌勻，完成
"
奶油菠菜法式雞蛋麵
",Mia蔬食餐桌,https://img-global.cpcdn.com/recipes/b5669673659514ac/751x532cq70/%E5%A5%B6%E6%B2%B9%E8%8F%A0%E8%8F%9C%E6%B3%95%E5%BC%8F%E9%9B%9E%E8%9B%8B%E9%BA%B5-%E9%A3%9F%E8%AD%9C%E6%88%90%E5%93%81%E7%85%A7%E7%89%87.jpg,na,Na,"法式雞蛋麵
料理奶油
舞菇
杏鮑菇
櫛瓜
玉米筍
菠菜
墨西哥辣椒
鹽
日式醬油
胡椒
","1 包
1 盒
1 包
5 條
1 條
8 支
1 把
適量
適量
適量
適量
",1.去全聯購買了料理用奶油，準備了墨西哥辣椒，煎了櫛瓜當配菜2.準備好舞菇、玉米筍、菠菜切段，另外還有杏鮑菇絲3.將好市多買回來的法式雞蛋麵，依照包裝上說明的時間煮，通常我都會少煮3分鐘，因為接下來會下去炒好的料理吸湯汁會在煮熟4.將各種食材切成絲依序由菇類炒香後加入玉米筍5.接下來加入墨西哥辣椒末，開始調味，並且開始加入高湯和料理奶油，放入麵條吸湯汁煮熟，最後加入菠菜，接下來即可盛盤。(調味部分可以加入墨西哥辣椒湯汁，微辣口感，奶油沒有加很多，淡淡的香氣，不會很膩，菠菜在最後放入釋放出菠菜的味道)6.盛盤後放上櫛瓜即可
